"Date","Price","Open","High","Low","Vol.","Change %"
"05/23/1996","121.73","121.73","121.73","121.73","","-0.69%"
"05/22/1996","122.57","122.57","122.57","122.57","","1.49%"
"05/21/1996","120.77","120.77","120.77","120.77","","-0.02%"
"05/20/1996","120.80","120.80","120.80","120.80","","0.14%"
"05/17/1996","120.63","120.63","120.63","120.63","","0.05%"
"05/16/1996","120.57","120.57","120.57","120.57","","-0.79%"
"05/15/1996","121.53","121.53","121.53","121.53","","-0.14%"
"05/14/1996","121.70","121.70","121.70","121.70","","0.36%"
"05/13/1996","121.26","121.26","121.26","121.26","","1.11%"
"05/10/1996","119.93","119.93","119.93","119.93","","1.09%"
"05/09/1996","118.64","118.64","118.64","118.64","","0.09%"
"05/08/1996","118.53","118.53","118.53","118.53","","2.01%"
"05/07/1996","116.20","116.20","116.20","116.20","","-0.14%"
"05/06/1996","116.36","116.36","116.36","116.36","","0.28%"
"05/03/1996","116.03","116.03","116.03","116.03","","-0.98%"
"05/02/1996","117.18","117.18","117.18","117.18","","-1.33%"
"05/01/1996","118.76","118.76","118.76","118.76","","0.25%"
"04/30/1996","118.46","118.46","118.46","118.46","","0.14%"
"04/29/1996","118.29","118.29","118.29","118.29","","0.25%"
"04/26/1996","117.99","117.99","117.99","117.99","","0.09%"
"04/25/1996","117.88","117.88","117.88","117.88","","0.14%"
"04/24/1996","117.72","117.72","117.72","117.72","","0.32%"
"04/23/1996","117.35","117.35","117.35","117.35","","0.33%"
"04/22/1996","116.96","116.96","116.96","116.96","","0.13%"
"04/19/1996","116.81","116.81","116.81","116.81","","-0.17%"
"04/18/1996","117.01","117.01","117.01","117.01","","-0.15%"
"04/17/1996","117.18","117.18","117.18","117.18","","-0.43%"
"04/16/1996","117.69","117.69","117.69","117.69","","-0.06%"
"04/15/1996","117.76","117.76","117.76","117.76","","0.44%"
"04/12/1996","117.24","117.24","117.24","117.24","","0.54%"
"04/11/1996","116.61","116.61","116.61","116.61","","-0.62%"
"04/10/1996","117.34","117.34","117.34","117.34","","-1.25%"
"04/09/1996","118.82","118.82","118.82","118.82","","0.55%"
"04/08/1996","118.17","118.17","118.17","118.17","","-2.55%"
"04/04/1996","121.26","121.26","121.26","121.26","","-0.16%"
"04/03/1996","121.45","121.45","121.45","121.45","","-0.31%"
"04/02/1996","121.83","121.83","121.83","121.83","","-0.02%"
"04/01/1996","121.86","121.86","121.86","121.86","","0.56%"
"03/29/1996","121.18","121.18","121.18","121.18","","-1.21%"
"03/28/1996","122.67","122.67","122.67","122.67","","-0.26%"
"03/27/1996","122.99","122.99","122.99","122.99","","0.33%"
"03/26/1996","122.59","122.59","122.59","122.59","","0.35%"
"03/25/1996","122.16","122.16","122.16","122.16","","0.50%"
"03/22/1996","121.55","121.55","121.55","121.55","","0.21%"
"03/21/1996","121.30","121.30","121.30","121.30","","0.22%"
"03/20/1996","121.03","121.03","121.03","121.03","","0.46%"
"03/19/1996","120.48","120.48","120.48","120.48","","-0.28%"
"03/18/1996","120.82","120.82","120.82","120.82","","2.23%"
"03/15/1996","118.19","118.19","118.19","118.19","","-0.24%"
"03/14/1996","118.47","118.47","118.47","118.47","","0.13%"
"03/13/1996","118.32","118.32","118.32","118.32","","-0.37%"
"03/12/1996","118.76","118.76","118.76","118.76","","-1.21%"
"03/11/1996","120.21","120.21","120.21","120.21","","-0.35%"
"03/08/1996","120.63","120.63","120.63","120.63","","-2.60%"
"03/07/1996","123.85","123.85","123.85","123.85","","0.18%"
"03/06/1996","123.63","123.63","123.63","123.63","","-0.73%"
"03/05/1996","124.54","124.54","124.54","124.54","","-0.24%"
"03/04/1996","124.84","124.84","124.84","124.84","","1.02%"
"03/01/1996","123.58","123.58","123.58","123.58","","0.75%"
"02/29/1996","122.66","122.66","122.66","122.66","","-0.86%"
"02/28/1996","123.73","123.73","123.73","123.73","","-0.98%"
"02/27/1996","124.96","124.96","124.96","124.96","","-0.07%"
"02/26/1996","125.05","125.05","125.05","125.05","","-1.06%"
"02/23/1996","126.39","126.39","126.39","126.39","","-0.75%"
"02/22/1996","127.34","127.34","127.34","127.34","","0.96%"
